season,team,warps_wins,actual_wins,proj_bin,hit_50,lo_50,hi_50,hit_60,lo_60,hi_60,hit_70,lo_70,hi_70,hit_80,lo_80,hi_80,hit_90,lo_90,hi_90
2025,DAL,6.61,7.5,5–7,1,4.56,8.72,1,4.05,9.18,1,3.37,9.73,1,2.65,10.37,1,1.95,11.08
2025,DEN,10.2,14.0,9–11,0,8.15,12.31,0,7.64,12.77,0,6.97,13.32,0,6.24,13.96,1,5.54,14.67
2025,DET,10.51,9.0,9–11,1,8.46,12.62,1,7.95,13.08,1,7.28,13.63,1,6.55,14.27,1,5.85,14.98
2025,GB,9.68,9.5,9–11,1,7.63,11.79,1,7.12,12.25,1,6.45,12.8,1,5.72,13.44,1,5.02,14.15
2025,HOU,8.64,12.0,7–9,0,6.6,10.76,0,6.08,11.22,0,5.41,11.76,1,4.68,12.4,1,3.99,13.11
2025,IND,8.23,8.0,7–9,1,6.18,10.34,1,5.67,10.8,1,5.0,11.35,1,4.27,11.99,1,3.57,12.7
2025,JAX,7.37,13.0,7–9,0,5.33,9.49,0,4.81,9.95,0,4.14,10.49,0,3.41,11.13,0,2.72,11.84
2025,KC,9.15,6.0,9–11,0,7.1,11.26,0,6.59,11.72,1,5.92,12.27,1,5.19,12.91,1,4.49,13.62
2025,LAC,10.09,11.0,9–11,1,8.05,12.21,1,7.53,12.67,1,6.86,13.21,1,6.13,13.85,1,5.44,14.56
2025,LAR,8.2,12.0,7–9,0,6.16,10.32,0,5.65,10.78,0,4.97,11.33,0,4.24,11.97,1,3.55,12.68
2025,LV,7.02,3.0,7–9,0,4.97,9.13,0,4.46,9.59,0,3.78,10.14,0,3.06,10.78,1,2.36,11.49
2025,MIA,8.37,7.0,7–9,1,6.33,10.48,1,5.81,10.95,1,5.14,11.49,1,4.41,12.13,1,3.71,12.84
2025,MIN,9.35,9.0,9–11,1,7.3,11.46,1,6.79,11.92,1,6.12,12.47,1,5.39,13.11,1,4.69,13.82
2025,NE,7.16,14.0,7–9,0,5.11,9.27,0,4.6,9.73,0,3.93,10.28,0,3.2,10.92,0,2.5,11.63
2025,NO,8.14,6.0,7–9,0,6.1,10.26,1,5.58,10.72,1,4.91,11.27,1,4.18,11.91,1,3.49,12.62
2025,NYG,6.09,4.0,5–7,0,4.04,8.2,1,3.53,8.66,1,2.85,9.21,1,2.13,9.85,1,1.43,10.56
2025,NYJ,7.87,3.0,7–9,0,5.82,9.98,0,5.31,10.44,0,4.64,10.99,0,3.91,11.63,0,3.21,12.34
2025,PHI,10.17,11.0,9–11,1,8.13,12.29,1,7.61,12.75,1,6.94,13.29,1,6.21,13.94,1,5.52,14.64
2025,PIT,8.79,10.0,7–9,1,6.74,10.9,1,6.23,11.36,1,5.55,11.91,1,4.83,12.55,1,4.13,13.26
2025,SEA,8.82,14.0,7–9,0,6.77,10.93,0,6.26,11.39,0,5.58,11.94,0,4.86,12.58,0,4.16,13.29
2025,SF,8.51,12.0,7–9,0,6.46,10.62,0,5.95,11.09,0,5.28,11.63,1,4.55,12.27,1,3.85,12.98
2025,TB,10.07,8.0,9–11,0,8.02,12.18,1,7.51,12.65,1,6.84,13.19,1,6.11,13.83,1,5.41,14.54
2025,TEN,7.07,3.0,7–9,0,5.02,9.18,0,4.51,9.64,0,3.84,10.19,0,3.11,10.83,1,2.41,11.54
2025,WAS,9.38,5.0,9–11,0,7.33,11.49,0,6.82,11.96,0,6.15,12.5,0,5.42,13.14,1,4.72,13.85
